Data da série;Vr;Vr_
22/03/2000;1,73;17300
21/03/2000;1,738;17380
20/03/2000;1,738;17380
17/03/2000;1,74;17400
16/03/2000;1,738;17380
15/03/2000;1,74;17400
14/03/2000;1,737;17370
13/03/2000;1,746;17460
10/03/2000;1,745;17450
09/03/2000;1,741;17410
08/03/2000;1,743;17430
03/03/2000;1,747;17470
02/03/2000;1,758;17580
01/03/2000;1,765;17650
29/02/2000;1,769;17690
28/02/2000;1,778;17780
25/02/2000;1,771;17710
24/02/2000;1,778;17780
23/02/2000;1,784;17840
22/02/2000;1,787;17870
21/02/2000;1,779;17790
18/02/2000;1,779;17790
17/02/2000;1,774;17740
16/02/2000;1,774;17740
15/02/2000;1,779;17790
14/02/2000;1,773;17730
11/02/2000;1,77;17700
10/02/2000;1,766;17660
09/02/2000;1,768;17680
08/02/2000;1,766;17660
07/02/2000;1,77;17700
04/02/2000;1,769;17690
03/02/2000;1,786;17860
02/02/2000;1,787;17870
01/02/2000;1,79;17900
31/01/2000;1,783;17830
28/01/2000;1,799;17990
27/01/2000;1,781;17810
26/01/2000;1,78;17800
25/01/2000;1,777;17770
24/01/2000;1,774;17740
21/01/2000;1,774;17740
20/01/2000;1,783;17830
19/01/2000;1,793;17930
18/01/2000;1,793;17930
17/01/2000;1,794;17940
14/01/2000;1,806;18060
13/01/2000;1,813;18130
12/01/2000;1,83;18300
11/01/2000;1,822;18220
10/01/2000;1,816;18160
07/01/2000;1,832;18320
06/01/2000;1,844;18440
05/01/2000;1,84;18400
04/01/2000;1,859;18590
03/01/2000;1,82;18200
30/12/1999;1,806;18060
29/12/1999;1,809;18090
28/12/1999;1,831;18310
27/12/1999;1,832;18320
23/12/1999;1,832;18320
22/12/1999;1,821;18210
21/12/1999;1,826;18260
20/12/1999;1,812;18120
17/12/1999;1,808;18080
16/12/1999;1,837;18370
15/12/1999;1,848;18480
14/12/1999;1,851;18510
13/12/1999;1,852;18520
10/12/1999;1,864;18640
09/12/1999;1,869;18690
08/12/1999;1,865;18650
07/12/1999;1,86;18600
06/12/1999;1,867;18670
03/12/1999;1,878;18780
02/12/1999;1,904;19040
01/12/1999;1,914;19140
30/11/1999;1,923;19230
29/11/1999;1,922;19220
26/11/1999;1,925;19250
25/11/1999;1,928;19280
24/11/1999;1,93;19300
23/11/1999;1,933;19330
22/11/1999;1,934;19340
19/11/1999;1,932;19320
18/11/1999;1,93;19300
17/11/1999;1,931;19310
16/11/1999;1,934;19340
12/11/1999;1,935;19350
11/11/1999;1,934;19340
10/11/1999;1,93;19300
09/11/1999;1,935;19350
08/11/1999;1,929;19290
05/11/1999;1,921;19210
04/11/1999;1,921;19210
03/11/1999;1,943;19430
01/11/1999;1,943;19430
29/10/1999;1,949;19490
28/10/1999;1,974;19740
27/10/1999;1,99;19900
26/10/1999;1,995;19950
25/10/1999;1,984;19840
22/10/1999;1,974;19740
21/10/1999;1,99;19900
20/10/1999;1,991;19910
19/10/1999;2,003;20030
18/10/1999;1,998;19980
15/10/1999;1,978;19780
14/10/1999;1,968;19680
13/10/1999;1,959;19590
11/10/1999;1,95;19500
08/10/1999;1,957;19570
07/10/1999;1,937;19370
06/10/1999;1,954;19540
05/10/1999;1,952;19520
04/10/1999;1,941;19410
01/10/1999;1,938;19380
30/09/1999;1,944;19440
29/09/1999;1,925;19250
28/09/1999;1,931;19310
27/09/1999;1,925;19250
24/09/1999;1,913;19130
23/09/1999;1,902;19020
22/09/1999;1,893;18930
21/09/1999;1,883;18830
20/09/1999;1,873;18730
17/09/1999;1,878;18780
16/09/1999;1,883;18830
15/09/1999;1,88;18800
14/09/1999;1,88;18800
13/09/1999;1,894;18940
10/09/1999;1,875;18750
09/09/1999;1,873;18730
08/09/1999;1,885;18850
06/09/1999;1,904;19040
03/09/1999;1,915;19150
02/09/1999;1,918;19180
01/09/1999;1,93;19300
31/08/1999;1,919;19190
30/08/1999;1,929;19290
27/08/1999;1,942;19420
26/08/1999;1,918;19180
25/08/1999;1,94;19400
24/08/1999;1,918;19180
23/08/1999;1,872;18720
20/08/1999;1,915;19150
19/08/1999;1,938;19380
18/08/1999;1,905;19050
17/08/1999;1,879;18790
16/08/1999;1,883;18830
13/08/1999;1,875;18750
12/08/1999;1,868;18680
11/08/1999;1,859;18590
10/08/1999;1,865;18650
09/08/1999;1,864;18640
06/08/1999;1,845;18450
05/08/1999;1,849;18490
04/08/1999;1,832;18320
03/08/1999;1,819;18190
02/08/1999;1,825;18250
30/07/1999;1,802;18020
29/07/1999;1,792;17920
28/07/1999;1,792;17920
27/07/1999;1,812;18120
26/07/1999;1,825;18250
23/07/1999;1,82;18200
22/07/1999;1,816;18160
21/07/1999;1,817;18170
20/07/1999;1,814;18140
19/07/1999;1,791;17910
16/07/1999;1,797;17970
15/07/1999;1,808;18080
14/07/1999;1,821;18210
13/07/1999;1,825;18250
12/07/1999;1,835;18350
08/07/1999;1,798;17980
07/07/1999;1,783;17830
06/07/1999;1,778;17780
05/07/1999;1,767;17670
02/07/1999;1,762;17620
01/07/1999;1,772;17720
30/06/1999;1,754;17540
29/06/1999;1,771;17710
28/06/1999;1,778;17780
25/06/1999;1,796;17960
24/06/1999;1,796;17960
23/06/1999;1,787;17870
22/06/1999;1,775;17750
21/06/1999;1,768;17680
18/06/1999;1,76;17600
17/06/1999;1,749;17490
16/06/1999;1,768;17680
15/06/1999;1,78;17800
14/06/1999;1,791;17910
11/06/1999;1,783;17830
10/06/1999;1,76;17600
09/06/1999;1,75;17500
08/06/1999;1,752;17520
07/06/1999;1,742;17420
04/06/1999;1,737;17370
02/06/1999;1,738;17380
01/06/1999;1,745;17450
31/05/1999;1,722;17220
28/05/1999;1,721;17210
27/05/1999;1,72;17200
26/05/1999;1,704;17040
25/05/1999;1,73;17300
24/05/1999;1,725;17250
21/05/1999;1,7;17000
20/05/1999;1,686;16860
19/05/1999;1,672;16720
18/05/1999;1,666;16660
17/05/1999;1,668;16680
14/05/1999;1,656;16560
13/05/1999;1,655;16550
12/05/1999;1,653;16530
11/05/1999;1,657;16570
10/05/1999;1,649;16490
07/05/1999;1,66;16600
06/05/1999;1,681;16810
05/05/1999;1,683;16830
04/05/1999;1,686;16860
03/05/1999;1,675;16750
30/04/1999;1,668;16680
29/04/1999;1,671;16710
28/04/1999;1,684;16840
27/04/1999;1,71;17100
26/04/1999;1,703;17030
23/04/1999;1,695;16950
22/04/1999;1,698;16980
20/04/1999;1,73;17300
19/04/1999;1,68;16800
16/04/1999;1,68;16800
15/04/1999;1,66;16600
14/04/1999;1,68;16800
13/04/1999;1,665;16650
12/04/1999;1,695;16950
09/04/1999;1,705;17050
08/04/1999;1,715;17150
07/04/1999;1,735;17350
06/04/1999;1,735;17350
05/04/1999;1,74;17400
31/03/1999;1,72;17200
30/03/1999;1,75;17500
29/03/1999;1,76;17600
26/03/1999;1,77;17700
25/03/1999;1,795;17950
24/03/1999;1,85;18500
23/03/1999;1,85;18500
22/03/1999;1,845;18450
19/03/1999;1,85;18500
18/03/1999;1,855;18550
17/03/1999;1,88;18800
16/03/1999;1,875;18750
15/03/1999;1,87;18700
12/03/1999;1,92;19200
11/03/1999;1,91;19100
10/03/1999;1,87;18700
09/03/1999;1,89;18900
08/03/1999;1,98;19800
05/03/1999;1,985;19850
04/03/1999;2,07;20700
03/03/1999;2,18;21800
02/03/1999;2,16;21600
01/03/1999;2,15;21500
26/02/1999;2,05;20500
25/02/1999;2,05;20500
24/02/1999;2,04;20400
23/02/1999;2,01;20100
22/02/1999;1,97;19700
19/02/1999;1,94;19400
18/02/1999;1,92;19200
17/02/1999;1,92;19200
12/02/1999;1,91;19100
11/02/1999;1,92;19200
10/02/1999;1,89;18900
09/02/1999;1,91;19100
08/02/1999;1,91;19100
05/02/1999;1,83;18300
04/02/1999;1,81;18100
03/02/1999;1,81;18100
02/02/1999;1,76;17600
01/02/1999;1,92;19200
29/01/1999;2,09;20900
28/01/1999;1,95;19500
27/01/1999;1,91;19100
26/01/1999;1,84;18400
22/01/1999;1,73;17300
21/01/1999;1,71;17100
20/01/1999;1,58;15800
19/01/1999;1,567;15670
18/01/1999;1,59;15900
15/01/1999;1,44;14400
14/01/1999;1,32;13200
13/01/1999;1,32;13200
12/01/1999;1,211;12110
11/01/1999;1,211;12110
08/01/1999;1,21;12100
07/01/1999;1,21;12100
06/01/1999;1,209;12090
05/01/1999;1,208;12080
04/01/1999;1,207;12070
30/12/1998;1,208;12080
29/12/1998;1,208;12080
28/12/1998;1,208;12080
23/12/1998;1,208;12080
22/12/1998;1,207;12070
21/12/1998;1,207;12070
18/12/1998;1,207;12070
17/12/1998;1,207;12070
16/12/1998;1,205;12050
15/12/1998;1,204;12040
14/12/1998;1,205;12050
11/12/1998;1,205;12050
10/12/1998;1,202;12020
09/12/1998;1,203;12030
08/12/1998;1,204;12040
07/12/1998;1,202;12020
04/12/1998;1,203;12030
03/12/1998;1,202;12020
02/12/1998;1,2;12000
01/12/1998;1,201;12010
30/11/1998;1,202;12020
27/11/1998;1,201;12010
26/11/1998;1,2;12000
25/11/1998;1,199;11990
24/11/1998;1,197;11970
23/11/1998;1,196;11960
20/11/1998;1,196;11960
19/11/1998;1,195;11950
18/11/1998;1,193;11930
17/11/1998;1,19;11900
16/11/1998;1,191;11910
13/11/1998;1,191;11910
12/11/1998;1,191;11910
11/11/1998;1,19;11900
10/11/1998;1,191;11910
09/11/1998;1,19;11900
06/11/1998;1,188;11880
05/11/1998;1,188;11880
04/11/1998;1,191;11910
03/11/1998;1,191;11910
30/10/1998;1,193;11930
29/10/1998;1,191;11910
28/10/1998;1,192;11920
27/10/1998;1,192;11920
26/10/1998;1,191;11910
23/10/1998;1,191;11910
22/10/1998;1,19;11900
21/10/1998;1,19;11900
20/10/1998;1,188;11880
19/10/1998;1,19;11900
16/10/1998;1,189;11890
15/10/1998;1,189;11890
14/10/1998;1,189;11890
13/10/1998;1,188;11880
09/10/1998;1,187;11870
08/10/1998;1,184;11840
07/10/1998;1,182;11820
06/10/1998;1,183;11830
05/10/1998;1,185;11850
02/10/1998;1,185;11850
01/10/1998;1,179;11790
30/09/1998;1,186;11860
29/09/1998;1,185;11850
28/09/1998;1,185;11850
25/09/1998;1,185;11850
24/09/1998;1,184;11840
23/09/1998;1,184;11840
22/09/1998;1,184;11840
21/09/1998;1,182;11820
18/09/1998;1,181;11810
17/09/1998;1,179;11790
16/09/1998;1,18;11800
15/09/1998;1,18;11800
14/09/1998;1,18;11800
11/09/1998;1,179;11790
10/09/1998;1,179;11790
09/09/1998;1,179;11790
08/09/1998;1,176;11760
04/09/1998;1,178;11780
03/09/1998;1,178;11780
02/09/1998;1,177;11770
01/09/1998;1,177;11770
31/08/1998;1,175;11750
28/08/1998;1,176;11760
27/08/1998;1,176;11760
26/08/1998;1,172;11720
25/08/1998;1,175;11750
24/08/1998;1,175;11750
21/08/1998;1,175;11750
20/08/1998;1,174;11740
19/08/1998;1,174;11740
18/08/1998;1,174;11740
17/08/1998;1,173;11730
14/08/1998;1,172;11720
13/08/1998;1,172;11720
12/08/1998;1,172;11720
11/08/1998;1,169;11690
10/08/1998;1,169;11690
07/08/1998;1,168;11680
06/08/1998;1,168;11680
05/08/1998;1,167;11670
04/08/1998;1,166;11660
03/08/1998;1,165;11650
31/07/1998;1,163;11630
30/07/1998;1,162;11620
29/07/1998;1,162;11620
28/07/1998;1,166;11660
27/07/1998;1,165;11650
24/07/1998;1,168;11680
23/07/1998;1,166;11660
22/07/1998;1,163;11630
21/07/1998;1,161;11610
20/07/1998;1,16;11600
17/07/1998;1,161;11610
16/07/1998;1,162;11620
15/07/1998;1,162;11620
14/07/1998;1,163;11630
13/07/1998;1,164;11640
10/07/1998;1,16;11600
08/07/1998;1,163;11630
07/07/1998;1,158;11580
06/07/1998;1,158;11580
03/07/1998;1,157;11570
02/07/1998;1,157;11570
01/07/1998;1,157;11570
30/06/1998;1,157;11570
29/06/1998;1,156;11560
26/06/1998;1,156;11560
25/06/1998;1,156;11560
24/06/1998;1,156;11560
23/06/1998;1,155;11550
22/06/1998;1,155;11550
19/06/1998;1,155;11550
18/06/1998;1,156;11560
17/06/1998;1,155;11550
16/06/1998;1,155;11550
15/06/1998;1,154;11540
12/06/1998;1,155;11550
10/06/1998;1,154;11540
09/06/1998;1,154;11540
08/06/1998;1,153;11530
05/06/1998;1,152;11520
04/06/1998;1,151;11510
03/06/1998;1,151;11510
02/06/1998;1,151;11510
01/06/1998;1,152;11520
29/05/1998;1,15;11500
28/05/1998;1,15;11500
27/05/1998;1,151;11510
26/05/1998;1,154;11540
25/05/1998;1,152;11520
22/05/1998;1,152;11520
21/05/1998;1,15;11500
20/05/1998;1,149;11490
19/05/1998;1,148;11480
18/05/1998;1,149;11490
15/05/1998;1,147;11470
14/05/1998;1,147;11470
13/05/1998;1,148;11480
12/05/1998;1,146;11460
11/05/1998;1,146;11460
08/05/1998;1,145;11450
07/05/1998;1,145;11450
06/05/1998;1,145;11450
05/05/1998;1,145;11450
04/05/1998;1,144;11440
30/04/1998;1,144;11440
29/04/1998;1,145;11450
28/04/1998;1,145;11450
27/04/1998;1,145;11450
24/04/1998;1,143;11430
23/04/1998;1,144;11440
22/04/1998;1,143;11430
20/04/1998;1,142;11420
17/04/1998;1,141;11410
16/04/1998;1,141;11410
15/04/1998;1,141;11410
14/04/1998;1,14;11400
13/04/1998;1,139;11390
08/04/1998;1,139;11390
07/04/1998;1,138;11380
06/04/1998;1,139;11390
03/04/1998;1,138;11380
02/04/1998;1,137;11370
01/04/1998;1,137;11370
31/03/1998;1,137;11370
30/03/1998;1,136;11360
27/03/1998;1,136;11360
26/03/1998;1,136;11360
25/03/1998;1,136;11360
24/03/1998;1,134;11340
23/03/1998;1,134;11340
20/03/1998;1,134;11340
19/03/1998;1,134;11340
18/03/1998;1,134;11340
17/03/1998;1,133;11330
16/03/1998;1,133;11330
13/03/1998;1,133;11330
12/03/1998;1,132;11320
11/03/1998;1,132;11320
10/03/1998;1,132;11320
09/03/1998;1,132;11320
06/03/1998;1,131;11310
05/03/1998;1,131;11310
04/03/1998;1,131;11310
03/03/1998;1,13;11300
02/03/1998;1,13;11300
27/02/1998;1,13;11300
26/02/1998;1,13;11300
25/02/1998;1,129;11290
20/02/1998;1,129;11290
19/02/1998;1,129;11290
18/02/1998;1,128;11280
17/02/1998;1,128;11280
16/02/1998;1,127;11270
13/02/1998;1,127;11270
12/02/1998;1,126;11260
11/02/1998;1,126;11260
10/02/1998;1,126;11260
09/02/1998;1,125;11250
06/02/1998;1,125;11250
05/02/1998;1,124;11240
04/02/1998;1,124;11240
03/02/1998;1,124;11240
02/02/1998;1,123;11230
30/01/1998;1,123;11230
29/01/1998;1,123;11230
28/01/1998;1,122;11220
27/01/1998;1,122;11220
26/01/1998;1,121;11210
23/01/1998;1,121;11210
22/01/1998;1,12;11200
21/01/1998;1,12;11200
20/01/1998;1,12;11200
19/01/1998;1,119;11190
16/01/1998;1,121;11210
15/01/1998;1,121;11210
14/01/1998;1,12;11200
13/01/1998;1,118;11180
12/01/1998;1,119;11190
09/01/1998;1,118;11180
08/01/1998;1,12;11200
07/01/1998;1,117;11170
06/01/1998;1,116;11160
05/01/1998;1,116;11160
02/01/1998;1,116;11160
30/12/1997;1,116;11160
29/12/1997;1,115;11150
26/12/1997;1,115;11150
23/12/1997;1,115;11150
22/12/1997;1,115;11150
19/12/1997;1,114;11140
18/12/1997;1,114;11140
17/12/1997;1,114;11140
16/12/1997;1,114;11140
15/12/1997;1,113;11130
12/12/1997;1,117;11170
11/12/1997;1,115;11150
10/12/1997;1,114;11140
09/12/1997;1,112;11120
08/12/1997;1,112;11120
05/12/1997;1,11;11100
04/12/1997;1,11;11100
03/12/1997;1,11;11100
02/12/1997;1,109;11090
01/12/1997;1,109;11090
28/11/1997;1,109;11090
27/11/1997;1,108;11080
26/11/1997;1,11;11100
25/11/1997;1,11;11100
24/11/1997;1,109;11090
21/11/1997;1,11;11100
20/11/1997;1,11;11100
19/11/1997;1,108;11080
18/11/1997;1,106;11060
17/11/1997;1,106;11060
14/11/1997;1,107;11070
13/11/1997;1,108;11080
12/11/1997;1,106;11060
11/11/1997;1,105;11050
10/11/1997;1,105;11050
07/11/1997;1,107;11070
06/11/1997;1,107;11070
05/11/1997;1,104;11040
04/11/1997;1,104;11040
03/11/1997;1,103;11030
31/10/1997;1,103;11030
30/10/1997;1,106;11060
29/10/1997;1,102;11020
28/10/1997;1,101;11010
27/10/1997;1,105;11050
24/10/1997;1,101;11010
23/10/1997;1,101;11010
22/10/1997;1,101;11010
21/10/1997;1,1;11000
20/10/1997;1,1;11000
17/10/1997;1,099;10990
16/10/1997;1,099;10990
15/10/1997;1,099;10990
14/10/1997;1,098;10980
13/10/1997;1,098;10980
10/10/1997;1,098;10980
09/10/1997;1,098;10980
08/10/1997;1,097;10970
07/10/1997;1,097;10970
06/10/1997;1,097;10970
03/10/1997;1,097;10970
02/10/1997;1,097;10970
01/10/1997;1,097;10970
30/09/1997;1,096;10960
29/09/1997;1,096;10960
26/09/1997;1,096;10960
25/09/1997;1,095;10950
24/09/1997;1,095;10950
23/09/1997;1,095;10950
22/09/1997;1,094;10940
19/09/1997;1,094;10940
18/09/1997;1,094;10940
17/09/1997;1,093;10930
16/09/1997;1,093;10930
15/09/1997;1,092;10920
12/09/1997;1,092;10920
11/09/1997;1,092;10920
10/09/1997;1,092;10920
09/09/1997;1,091;10910
08/09/1997;1,091;10910
05/09/1997;1,091;10910
04/09/1997;1,092;10920
03/09/1997;1,093;10930
02/09/1997;1,092;10920
01/09/1997;1,092;10920
29/08/1997;1,092;10920
28/08/1997;1,092;10920
27/08/1997;1,092;10920
26/08/1997;1,092;10920
25/08/1997;1,091;10910
22/08/1997;1,091;10910
21/08/1997;1,088;10880
20/08/1997;1,089;10890
19/08/1997;1,089;10890
18/08/1997;1,088;10880
15/08/1997;1,087;10870
14/08/1997;1,086;10860
13/08/1997;1,086;10860
12/08/1997;1,086;10860
11/08/1997;1,086;10860
08/08/1997;1,086;10860
07/08/1997;1,084;10840
06/08/1997;1,084;10840
05/08/1997;1,084;10840
04/08/1997;1,083;10830
01/08/1997;1,083;10830
31/07/1997;1,083;10830
30/07/1997;1,083;10830
29/07/1997;1,083;10830
28/07/1997;1,082;10820
25/07/1997;1,082;10820
24/07/1997;1,082;10820
23/07/1997;1,082;10820
22/07/1997;1,081;10810
21/07/1997;1,081;10810
18/07/1997;1,081;10810
17/07/1997;1,081;10810
16/07/1997;1,081;10810
15/07/1997;1,081;10810
14/07/1997;1,081;10810
11/07/1997;1,08;10800
10/07/1997;1,079;10790
08/07/1997;1,079;10790
07/07/1997;1,078;10780
04/07/1997;1,078;10780
03/07/1997;1,077;10770
02/07/1997;1,077;10770
01/07/1997;1,077;10770
30/06/1997;1,077;10770
27/06/1997;1,077;10770
26/06/1997;1,077;10770
25/06/1997;1,077;10770
24/06/1997;1,077;10770
23/06/1997;1,076;10760
20/06/1997;1,078;10780
19/06/1997;1,076;10760
18/06/1997;1,075;10750
17/06/1997;1,074;10740
16/06/1997;1,074;10740
13/06/1997;1,075;10750
12/06/1997;1,074;10740
11/06/1997;1,073;10730
10/06/1997;1,073;10730
09/06/1997;1,073;10730
06/06/1997;1,073;10730
05/06/1997;1,073;10730
04/06/1997;1,073;10730
03/06/1997;1,071;10710
02/06/1997;1,071;10710
30/05/1997;1,072;10720
28/05/1997;1,073;10730
27/05/1997;1,074;10740
26/05/1997;1,072;10720
23/05/1997;1,07;10700
22/05/1997;1,07;10700
21/05/1997;1,069;10690
20/05/1997;1,068;10680
19/05/1997;1,068;10680
16/05/1997;1,067;10670
15/05/1997;1,068;10680
14/05/1997;1,068;10680
13/05/1997;1,067;10670
12/05/1997;1,067;10670
09/05/1997;1,066;10660
08/05/1997;1,065;10650
07/05/1997;1,065;10650
06/05/1997;1,065;10650
05/05/1997;1,064;10640
02/05/1997;1,064;10640
30/04/1997;1,064;10640
29/04/1997;1,063;10630
28/04/1997;1,063;10630
25/04/1997;1,063;10630
24/04/1997;1,063;10630
23/04/1997;1,063;10630
22/04/1997;1,063;10630
18/04/1997;1,062;10620
17/04/1997;1,061;10610
16/04/1997;1,061;10610
15/04/1997;1,06;10600
14/04/1997;1,06;10600
11/04/1997;1,059;10590
10/04/1997;1,059;10590
09/04/1997;1,059;10590
08/04/1997;1,059;10590
07/04/1997;1,059;10590
04/04/1997;1,058;10580
03/04/1997;1,058;10580
02/04/1997;1,06;10600
01/04/1997;1,059;10590
31/03/1997;1,06;10600
26/03/1997;1,061;10610
25/03/1997;1,061;10610
24/03/1997;1,061;10610
21/03/1997;1,061;10610
20/03/1997;1,06;10600
19/03/1997;1,061;10610
18/03/1997;1,059;10590
17/03/1997;1,059;10590
14/03/1997;1,055;10550
13/03/1997;1,055;10550
12/03/1997;1,054;10540
11/03/1997;1,054;10540
10/03/1997;1,053;10530
07/03/1997;1,053;10530
06/03/1997;1,053;10530
05/03/1997;1,053;10530
04/03/1997;1,052;10520
03/03/1997;1,051;10510
28/02/1997;1,051;10510
27/02/1997;1,051;10510
26/02/1997;1,051;10510
25/02/1997;1,051;10510
24/02/1997;1,05;10500
21/02/1997;1,051;10510
20/02/1997;1,05;10500
19/02/1997;1,05;10500
18/02/1997;1,049;10490
17/02/1997;1,049;10490
14/02/1997;1,049;10490
13/02/1997;1,049;10490
12/02/1997;1,048;10480
07/02/1997;1,047;10470
06/02/1997;1,047;10470
05/02/1997;1,047;10470
04/02/1997;1,046;10460
03/02/1997;1,045;10450
31/01/1997;1,046;10460
30/01/1997;1,045;10450
29/01/1997;1,046;10460
28/01/1997;1,043;10430
27/01/1997;1,044;10440
24/01/1997;1,044;10440
23/01/1997;1,044;10440
22/01/1997;1,043;10430
21/01/1997;1,043;10430
20/01/1997;1,043;10430
17/01/1997;1,044;10440
16/01/1997;1,044;10440
15/01/1997;1,042;10420
14/01/1997;1,042;10420
13/01/1997;1,042;10420
10/01/1997;1,041;10410
09/01/1997;1,041;10410
08/01/1997;1,041;10410
07/01/1997;1,04;10400
06/01/1997;1,04;10400
03/01/1997;1,04;10400
02/01/1997;1,039;10390
30/12/1996;1,039;10390
27/12/1996;1,04;10400
26/12/1996;1,039;10390
23/12/1996;1,039;10390
20/12/1996;1,038;10380
19/12/1996;1,038;10380
18/12/1996;1,038;10380
17/12/1996;1,04;10400
16/12/1996;1,039;10390
13/12/1996;1,038;10380
12/12/1996;1,038;10380
11/12/1996;1,037;10370
10/12/1996;1,036;10360
09/12/1996;1,035;10350
06/12/1996;1,035;10350
05/12/1996;1,035;10350
04/12/1996;1,034;10340
03/12/1996;1,033;10330
02/12/1996;1,033;10330
29/11/1996;1,033;10330
28/11/1996;1,033;10330
27/11/1996;1,032;10320
26/11/1996;1,032;10320
25/11/1996;1,031;10310
22/11/1996;1,031;10310
21/11/1996;1,031;10310
20/11/1996;1,031;10310
19/11/1996;1,03;10300
18/11/1996;1,03;10300
14/11/1996;1,031;10310
13/11/1996;1,03;10300
12/11/1996;1,03;10300
11/11/1996;1,03;10300
08/11/1996;1,03;10300
07/11/1996;1,029;10290
06/11/1996;1,028;10280
05/11/1996;1,028;10280
04/11/1996;1,028;10280
01/11/1996;1,028;10280
31/10/1996;1,028;10280
30/10/1996;1,027;10270
29/10/1996;1,028;10280
28/10/1996;1,03;10300
25/10/1996;1,027;10270
24/10/1996;1,026;10260
23/10/1996;1,026;10260
22/10/1996;1,028;10280
21/10/1996;1,025;10250
18/10/1996;1,025;10250
17/10/1996;1,025;10250
16/10/1996;1,025;10250
15/10/1996;1,025;10250
14/10/1996;1,025;10250
11/10/1996;1,025;10250
10/10/1996;1,024;10240
09/10/1996;1,024;10240
08/10/1996;1,022;10220
07/10/1996;1,022;10220
04/10/1996;1,022;10220
02/10/1996;1,021;10210
01/10/1996;1,021;10210
30/09/1996;1,021;10210
27/09/1996;1,021;10210
26/09/1996;1,02;10200
25/09/1996;1,02;10200
24/09/1996;1,02;10200
23/09/1996;1,02;10200
20/09/1996;1,02;10200
19/09/1996;1,019;10190
18/09/1996;1,019;10190
17/09/1996;1,019;10190
16/09/1996;1,019;10190
13/09/1996;1,019;10190
12/09/1996;1,02;10200
11/09/1996;1,018;10180
10/09/1996;1,019;10190
09/09/1996;1,019;10190
06/09/1996;1,018;10180
05/09/1996;1,018;10180
04/09/1996;1,017;10170
03/09/1996;1,017;10170
02/09/1996;1,016;10160
30/08/1996;1,017;10170
29/08/1996;1,016;10160
28/08/1996;1,016;10160
27/08/1996;1,015;10150
26/08/1996;1,015;10150
23/08/1996;1,015;10150
22/08/1996;1,015;10150
21/08/1996;1,015;10150
20/08/1996;1,014;10140
19/08/1996;1,013;10130
16/08/1996;1,013;10130
15/08/1996;1,013;10130
14/08/1996;1,012;10120
13/08/1996;1,012;10120
12/08/1996;1,012;10120
09/08/1996;1,012;10120
08/08/1996;1,011;10110
07/08/1996;1,011;10110
06/08/1996;1,011;10110
05/08/1996;1,01;10100
02/08/1996;1,01;10100
01/08/1996;1,01;10100
31/07/1996;1,014;10140
30/07/1996;1,01;10100
29/07/1996;1,01;10100
26/07/1996;1,009;10090
25/07/1996;1,008;10080
24/07/1996;1,009;10090
23/07/1996;1,008;10080
22/07/1996;1,007;10070
19/07/1996;1,007;10070
18/07/1996;1,007;10070
17/07/1996;1,007;10070
16/07/1996;1,006;10060
15/07/1996;1,006;10060
12/07/1996;1,005;10050
11/07/1996;1,005;10050
10/07/1996;1,005;10050
09/07/1996;1,005;10050
08/07/1996;1,004;10040
05/07/1996;1,004;10040
04/07/1996;1,004;10040
03/07/1996;1,005;10050
02/07/1996;1,005;10050
01/07/1996;1,004;10040
28/06/1996;1,004;10040
